"Treatment_name","Treatment_number","Leaf_Ear_mass","Stem_mass","Sim_biom","Sim_yield","Sim_HI","RUE","Sim_Emer_Anth_days","Sim_Emer_Matur_days","No_exper","Repetition","Training_treatments","ML_model"
"2C",3,258.962248871665,218.878822625035,625.917507197171,148.076435709713,0.236575002307879,0.459761614223536,41,57,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"7C",4,505.049636086704,507.91202767573,1770.07190229293,757.110238530573,0.427728521959939,0.209217803363353,86,124,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"7H",5,442.006572377913,429.353932195207,1528.93867583657,657.578171263452,0.430087996108577,0.181819035837407,76,120,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"8C",6,363.273903433026,335.31439681932,1212.73604427422,514.147744021876,0.423956842422025,0.226774896557525,64,100,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"9C",7,353.649675778916,324.158144471596,1211.94412662333,534.136306372819,0.440726840981529,0.140585646094362,53,84,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"9H",8,312.890838081284,277.803867445396,1030.66036976888,439.965664242292,0.426877443964351,0.180399777417095,47,78,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"10C",9,227.778757133872,186.200394784288,545.699578555132,131.720426636971,0.241379014779033,0.330667713030304,39,54,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"14C",10,479.825286968748,476.154163909377,1651.18180694215,695.202356064033,0.421033197641325,0.179713292488148,95,137,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"14H",11,438.855975293582,425.500747218961,1497.01602210974,632.6592995972,0.4226135794496,0.373849665464862,90,131,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"15C",12,411.314177465051,392.127616208317,1374.85594367139,571.414149998023,0.415617470781796,0.199922566293992,76,110,8,3,"14C,9H,10C,7H,1C,7C,1H,8C","Random_forests"
"1C",1,265.407277780892,220.005940425827,872.392109888879,386.978891713833,0.443583667627536,0.152954682707787,46,69,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"1H",2,182.570534906701,133.718596569297,571.658509199564,255.369377723566,0.446716656209901,0.0931967049837112,47,68,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"2C",3,282.500819570426,239.061778236621,878.929314627045,357.366716829019,0.406593238934875,0.297073096036911,42,64,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"7C",4,504.360441292471,517.033241289343,1785.22981916418,763.836136582883,0.42786431661807,0.169153079390526,86,124,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"7H",5,456.405823320602,452.66011841735,1580.46243134907,671.39648961112,0.424810154479928,0.27370822429657,76,117,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"8C",6,395.812892893084,374.492363687519,1336.51641908364,566.211162511744,0.423646993353032,0.19721294939518,64,100,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"9C",7,344.756302859366,311.616480801663,1170.01752080131,513.644737140291,0.439006021711975,0.286403328180313,50,83,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"9H",8,334.301853828628,299.103932303368,1108.33165195376,474.925865821811,0.428505190648139,0.0253011137247086,47,78,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"10C",9,95.720055556711,56.6211842442069,260.631897713341,108.290657912519,0.415492726955563,0.636007010936737,43,62,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"14C",10,504.815030457852,517.653534303921,1717.01692155781,694.548356796568,0.404508743085898,0.21036696434021,95,138,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"14H",11,481.387175725237,485.929211945924,1643.62484787684,676.308460205764,0.411473738109635,0.254049569368362,87,129,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"15C",12,390.835562444727,368.238071710931,1304.67722316,545.603589004344,0.418190476018935,0.235419303178787,75,110,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","XG_boost"
"1C",1,298.498405946473,257.245402298691,980.011387800861,424.267579558022,0.432921070958242,0.227769799606747,46,70,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"1H",2,234.27819701049,186.348801117489,754.444527117867,333.817528989888,0.442467957538428,0.261428884944652,47,68,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"2C",3,265.644254363285,220.267413375298,829.256596974894,343.344929268272,0.414039430642802,0.303581670698802,43,63,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"7C",4,496.278028231712,506.035662866674,1754.74453952129,752.43084842319,0.42879794265008,0.257434413821364,86,124,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"7H",5,445.204815251499,437.935734242266,1540.04353342769,656.902983933928,0.426548321313912,0.135174347818754,77,120,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"8C",6,356.698252103702,326.063618314224,1183.45006149708,500.688191079154,0.423075047582301,0.352250221284921,64,100,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"9C",7,360.175749011043,330.301044118203,1234.95379140277,544.476998273521,0.440888559607609,0.0657817992655001,53,84,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"9H",8,328.558706839386,292.28481675878,1098.18976730804,477.346243709976,0.434666446474074,0.0526453723468828,47,78,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"10C",9,223.128279316488,174.63947951157,689.767454655041,291.999695826982,0.423330636805725,0.278553258731206,43,62,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"14C",10,474.503455111592,476.703382455624,1644.90894156333,693.702103996159,0.421726751230898,0.168103343603884,95,137,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"14H",11,450.154285023644,444.427171670909,1532.3764871467,637.795030452145,0.416213010185067,0.284640648712548,87,129,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"15C",12,413.550652916099,396.991400342522,1405.13668087851,594.59462761989,0.423157857674131,0.310066051287631,77,112,8,4,"1H,1C,8C,7C,9H,14C,14H,7H","Random_forests"
"1C",1,331.121682802491,272.656671327211,1105.89791685442,502.119562724748,0.454037895426154,0.219522759318352,49,79,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"1H",2,284.824453662245,223.926203664442,910.228202340404,401.477545016938,0.44107350660488,0.583844780921936,47,68,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"2C",3,254.615143628634,193.396364747726,760.191328572264,312.179820225499,0.410659538581967,0.384220719337463,43,63,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"7C",4,507.010567691356,475.889143441571,1732.59053528186,749.69082414919,0.432699364842847,0.87103545665741,86,124,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"7H",5,484.802652657851,448.824016418547,1544.97937668571,611.352707609356,0.39570282738714,0.52415144443512,82,113,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"8C",6,454.560938082148,412.578921032411,1510.90056933746,643.760710222904,0.426077482057735,0.31069278717041,64,100,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"9C",7,372.858884866157,318.431952713298,1267.2930919752,576.00225439575,0.454513843753375,0.219522759318352,51,85,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"9H",8,347.187875866058,290.079095316168,1122.4140476075,485.147076425274,0.432235392509028,0.219522759318352,47,78,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"10C",9,306.234352919172,246.180953063162,934.209110688263,381.793804706428,0.408681311644614,0.748542666435242,44,64,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"14C",10,538.513047835652,514.908422503059,1789.75305357627,736.33158323915,0.411415184775251,0.219522759318352,95,138,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"14H",11,515.751489632223,486.643068599931,1657.07096522152,654.676406989815,0.395080488844542,0.607192039489746,93,130,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"15C",12,469.465695447988,430.352820661905,1481.83163287229,582.013116762405,0.392766022705473,0.219522759318352,80,111,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","XG_boost"
"1C",1,327.871727785876,269.163454729457,1073.88818131525,476.852998799966,0.444043436827787,0.169989774435488,49,79,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"1H",2,271.198497174285,210.025690785585,845.968388560601,364.744200609555,0.431155827501025,0.200912893969239,47,70,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"2C",3,202.402807454494,143.269030690068,580.623018736925,234.951180592363,0.404653575573822,0.161607594078801,43,63,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"7C",4,513.788309408645,484.222861564567,1764.59797781424,766.586806841419,0.434425753899462,0.192843909416198,86,124,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"7H",5,463.161433756148,422.813507115475,1505.38623618483,619.411295313215,0.411463370943936,0.551051758474387,81,113,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"8C",6,384.554117593597,331.551860445496,1252.30811169341,536.202133654312,0.428171093557196,0.271728365141546,64,100,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"9C",7,379.485649607943,325.850687563807,1278.44607156904,573.109734397286,0.448286202400316,0.163480895477522,51,85,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"9H",8,336.749596662549,278.730756045348,1087.94402189039,472.463669182506,0.434272039439643,0.158580639645465,47,78,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"10C",9,211.086957347858,151.357488160181,619.500152755817,257.055707247778,0.414940506639551,0.519566420904203,43,65,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"14C",10,488.698021202187,453.544332791261,1616.73085083636,674.488496842972,0.417192816289768,0.351373431177196,95,134,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"14H",11,477.040813788238,439.453173671705,1507.09698711807,590.602999658151,0.391881215811814,0.635345544274159,93,124,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"15C",12,465.849996379775,426.02494766331,1483.57792413532,591.702980092239,0.398835120465347,0.111854022987448,80,110,8,5,"9H,2C,14C,15C,9C,7C,8C,1H","Random_forests"
"1C",1,269.433937944416,229.586180592096,879.245731774015,380.225613253626,0.432445219252259,0.379855990409851,46,69,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"1H",2,202.115283292633,157.529456300279,644.180512577574,284.535772984661,0.441701925825328,0.0655744448304176,47,68,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"2C",3,178.528036693509,133.890859434327,521.906870408214,209.487974280378,0.401389569975436,0.111309207975864,43,63,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"7C",4,527.30222092757,553.366485813734,1875.28748854334,794.618781803382,0.423731714021415,0.0692779794335365,86,124,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"7H",5,446.188771700012,444.599408856145,1553.3432424091,662.555061852948,0.426534872502089,0.37629759311676,76,114,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"8C",6,387.259274059603,369.291129998475,1313.83385804136,557.283453983278,0.424165849108249,0.0720565915107727,64,100,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"9C",7,377.778552739055,357.49096668148,1279.36496939548,544.095449974941,0.425285561970668,0.0230416506528854,54,84,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"9H",8,327.959581249842,297.026961431405,1106.11603982612,481.129497144944,0.434971991926432,0.0136571414768696,47,78,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"10C",9,150.755724117387,107.284924939002,440.334485645423,182.293836589034,0.413989461492747,0.540944993495941,44,64,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"14C",10,445.276315294803,443.408534933067,1537.15866599756,648.473815769692,0.421865244046785,0.37618151307106,95,135,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"14H",11,415.468529315602,404.928068218965,1400.13716832522,579.74057079065,0.414059839211404,0.141056582331657,87,126,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"15C",12,389.232600176514,371.758588649653,1312.93784278377,551.946653957604,0.420390543993562,0.13569213449955,77,110,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","XG_boost"
"1C",1,267.922102408467,227.899780478375,891.055529851985,395.233646982491,0.443556696234346,0.190958913671388,46,71,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"1H",2,196.173672266323,151.489834895284,617.238192605302,269.574685443695,0.436743365321978,0.25413594130824,47,68,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"2C",3,170.831729410246,126.379389268961,500.711137455404,203.500018776197,0.406421993747486,0.211506310725403,43,63,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"7C",4,491.584068813419,504.77921632893,1740.95235966564,744.589074523417,0.427690666197448,0.305900993444661,86,124,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"7H",5,429.379412037276,422.783413373813,1503.94784346089,651.785018049799,0.43338272725596,0.287931029247751,76,120,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"8C",6,362.750821968977,338.97486886208,1218.42177970193,516.696088870876,0.424069971071329,0.174221999879948,64,100,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"9C",7,322.894217206498,291.030678855185,1082.27423101109,468.349334949537,0.432745529302672,0.184065674010935,52,82,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"9H",8,282.24747094046,243.996090613938,928.426951214551,402.183389666039,0.433187973636386,0.181627010549099,47,78,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"10C",9,148.947978124335,105.602511164923,430.85423429857,176.303745009312,0.409195804461187,0.773710857151772,44,64,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"14C",10,455.092298406634,456.259167687947,1574.62150501929,663.270038924713,0.421225060632324,0.187090769164766,95,137,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"14H",11,409.147315953935,396.875178596471,1386.13821753566,580.115722985255,0.418512176957801,0.343583218988882,92,130,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"15C",12,383.278647038569,364.325604810717,1292.47235384809,544.868101998801,0.421570411449468,0.187998913529957,75,110,8,6,"9H,7C,8C,7H,1C,2C,1H,14C","Random_forests"
"1C",1,293.880629292401,229.558974357053,1017.95526362447,494.515659976219,0.485793116502464,0.348486810922623,47,77,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"1H",2,251.424686410088,187.354442920898,783.662191969383,344.883062669648,0.440091491211206,0.706106424331665,47,68,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"2C",3,201.882713045337,140.788773717578,577.488596203794,234.817109440879,0.406617742730305,0.144230529665947,43,63,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"7C",4,479.407656011823,434.132519396828,1619.2492712006,705.709095791975,0.435824865475297,1.3174421787262,86,124,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"7H",5,424.951924446449,371.057071889647,1372.15265098901,576.143654652915,0.419883060560096,0.629912495613098,78,113,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"8C",6,432.131472836302,379.240309457471,1436.96350430429,625.591722010515,0.435356722795404,0.376378387212753,66,101,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"9C",7,408.623202099901,352.601508980017,1314.86881108231,553.644100002391,0.421064136084169,0.0739402174949646,53,84,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"9H",8,353.383433770733,291.847194613178,1125.74636749281,480.515739108898,0.426841918379068,0.114652037620544,47,78,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"10C",9,235.78529346867,172.325083862694,537.028304047408,128.917926716044,0.240057974122465,0.728838860988617,39,54,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"14C",10,566.339045976188,539.32810101493,1802.4444415722,696.777294585749,0.38657352122209,0.101837456226349,95,138,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"14H",11,487.540130423741,443.74580030037,1583.18518982787,651.899259103805,0.411764374308405,0.242640301585197,87,129,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"15C",12,473.507138761603,427.18832516171,1467.26531799107,566.569854067766,0.386140016478748,0.178677394986153,80,111,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","XG_boost"
"1C",1,317.723581410966,254.100468146351,1029.83655854316,458.012508985967,0.444742911082788,0.254904251378949,48,77,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"1H",2,272.00015604803,207.559843851819,839.787596181918,360.227596288835,0.428950841768329,0.188746056933887,47,68,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"2C",3,211.022691069267,149.144180345181,588.372453470033,228.205582055585,0.387859052050621,0.285821594705529,43,63,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"7C",4,503.878842777839,463.205767595834,1714.27663966329,747.192029289778,0.435864324346471,0.262137641633687,87,124,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"7H",5,459.824300808908,411.186062163785,1484.76531572335,613.754952750663,0.413368325789353,0.0971967810049379,81,114,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"8C",6,413.308868869462,357.87510351205,1376.33599454701,605.152022165498,0.439683350986305,0.134550267760702,67,102,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"9C",7,402.920645805243,346.208045296099,1287.08375404768,537.955062947549,0.417964302055528,0.0569394611354022,54,84,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"9H",8,348.872999032687,287.006451400625,1106.93529877786,471.05584834455,0.425549577165559,0.0713686896748989,47,78,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"10C",9,256.030509327973,191.835524247777,612.70654639783,164.840512845072,0.269036643747627,0.455143479234515,39,54,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"14C",10,491.913546160857,448.93566601672,1599.49958864837,658.650376470855,0.411785274060269,0.312972576876253,95,133,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"14H",11,467.342354548006,419.960991342467,1535.51876229864,648.215416408175,0.422147506317545,0.147500025671724,87,126,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"15C",12,468.804948140326,421.673084092,1467.05597890192,576.577946669603,0.393017004777941,0.152039842455393,80,110,8,7,"2C,9H,7C,14H,15C,1H,10C,14C","Random_forests"
"1C",1,252.082109464124,198.842694866644,909.090007935439,458.165203624887,0.503982223570347,0.38019523024559,47,78,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"1H",2,196.944677608081,144.929070654277,613.676605845504,271.802857583146,0.442908944212832,0.122198894619942,47,68,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"2C",3,173.941195064551,123.605860867258,501.802504375057,204.255448443247,0.407043501501903,0.0555088110268116,43,63,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"7C",4,408.81343606407,369.457265956489,1400.24672455129,621.976022530732,0.444190307054669,0.321053981781006,84,120,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"7H",5,413.584139400249,374.990610538704,1336.12572827647,547.550978337513,0.409804980736226,0.451662540435791,81,109,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"8C",6,377.188290558116,333.242603132059,1258.45102816207,548.020134471893,0.435471958946437,0.0753487721085548,64,100,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"9C",7,382.158481063999,338.879407726254,1302.00744505824,580.969556267986,0.446210625348613,0.0870915427803993,51,85,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"9H",8,340.892986536491,292.724691593834,1111.34832315459,477.730645024265,0.429865808109753,0.0136523572728038,47,78,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"10C",9,220.660616146845,167.659277157729,504.837598745862,116.517705441288,0.230802352540195,0.427715659141541,39,54,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"14C",10,475.155460776399,447.968654467311,1526.92879079489,603.804675551195,0.395437350576685,0.33619898557663,95,133,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"14H",11,482.350806706236,456.679098056775,1577.44691767108,638.417012908094,0.404715369979385,0.179655209183693,87,126,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"15C",12,364.649334221804,319.115025786824,1202.50716056575,518.742800557123,0.431384375551715,0.123427450656891,75,109,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","XG_boost"
"1C",1,308.065326815128,257.106590475863,1032.34602452284,467.174107232076,0.452536355189635,0.217262986650087,49,79,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"1H",2,262.458122662391,209.389890992705,822.675766097887,350.827752452375,0.426447170209498,0.241949082503268,47,68,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"2C",3,207.238398002175,154.705537037369,598.49912270097,236.555187661426,0.395247342375164,0.257256993343928,43,63,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"7C",4,423.161526094105,386.153176647782,1438.85029634697,629.535593605079,0.437526819296892,0.352378415225954,84,120,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"7H",5,417.632567159142,379.700329803735,1314.61274471938,517.279847756504,0.39348458307159,0.414511519455858,81,109,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"8C",6,344.492682748537,296.69117874227,1137.28284191686,496.098980426055,0.436214248682319,0.177811451459575,64,100,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"9C",7,368.03967707925,322.921630085099,1249.61551282234,558.654205657991,0.447060875865916,0.238016962654094,51,85,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"9H",8,316.798787310515,266.482846583125,1035.66540188755,452.383767993999,0.436804944115647,0.170006427791237,47,78,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"10C",9,221.796863503131,168.766272158362,542.257835098051,151.694699436559,0.279746440932715,0.58747818509575,39,54,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"14C",10,489.031546716396,464.799380226375,1587.22126596981,633.390339027075,0.399056106799367,0.302165336385354,95,131,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"14H",11,439.679980438409,405.572542273987,1461.86261093033,616.610088217933,0.421797564016992,0.245218284170034,87,126,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"15C",12,395.34989119762,353.939764494125,1294.22745140122,544.937795716309,0.421052570880275,0.178870429136864,75,109,8,8,"8C,1H,9H,2C,14C,14H,9C,10C","Random_forests"
"1C",1,284.300931285259,226.818519184809,912.147012646175,401.027562181768,0.439652333036065,0.140657797455788,46,69,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"1H",2,201.251760304091,143.363636056396,619.821988637331,275.206592276845,0.444009082159027,0.0654584169387817,47,68,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"2C",3,178.662871875888,122.399125729383,508.355351324245,207.293353718974,0.407772541744635,0.0568409003317356,43,63,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"7C",4,432.72620141226,396.221268618808,1456.89938550211,627.951915471043,0.431019411305897,0.0780706256628036,87,120,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"7H",5,394.484613242875,350.411009198283,1306.60862027949,561.712997860993,0.42990149394609,0.151253312826157,81,112,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"8C",6,387.476418579019,342.168596962893,1262.36018845787,532.715172915954,0.421999345184304,0.019018117338419,64,100,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"9C",7,339.257241171956,286.81219992901,1109.49762747317,483.428186372221,0.435718089342117,0.172940120100975,50,81,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"9H",8,332.893972132121,279.6905943994,1081.36655947501,468.78199294353,0.433508867863566,0.0233561284840107,47,78,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"10C",9,136.136248803157,85.3106353147794,376.373933764649,154.927049646713,0.411630657035857,0.689722299575806,43,65,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"14C",10,507.466757075381,489.578723786005,1657.77413331763,660.728652456716,0.398563736263895,0.0419076196849346,95,138,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"14H",11,516.435530004498,501.101899077569,1703.9455824011,686.408153319873,0.40283455082681,0.06789780408144,87,129,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"15C",12,487.680089958365,464.393264637574,1558.53378534903,606.460430753198,0.389122415217571,0.0459551960229874,80,111,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","XG_boost"
"1C",1,318.808856513646,264.086011239888,1042.60166114676,459.706793393453,0.440922751732259,0.0523798097895644,46,72,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"1H",2,250.522492023257,191.749262404117,784.88785383747,342.616099475293,0.436515991170173,0.230739379257005,47,68,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"2C",3,203.008630095343,145.027934945882,586.374853911733,238.338288870508,0.406460623746982,0.173884494012451,43,63,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"7C",4,425.106957800088,386.983899042591,1420.11821562941,608.027358786732,0.428152636938924,0.0446098886807595,85,121,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"7H",5,413.77171324901,373.341722869326,1348.23711939551,561.123683277171,0.416190650149697,0.0694466334290594,81,114,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"8C",6,358.629963475496,308.761896676813,1156.42021507044,489.02835491813,0.422881188468625,0.0744648771517368,64,100,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"9C",7,356.262451294933,306.058120214825,1189.48511546146,527.164543951706,0.443187171574813,0.0718795579612774,53,83,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"9H",8,329.049299237949,275.409266628903,1072.72142042825,468.262854561465,0.436518601795541,0.0398008653989362,47,78,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"10C",9,196.475902596798,138.863548609029,570.301327496248,234.961876290421,0.411996018529287,0.602627981792212,44,64,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
"14C",10,494.511713145491,473.051721673488,1599.6276425768,632.064207758012,0.395132086327186,0.375944538786212,95,133,8,9,"1C,14H,2C,9H,1H,14C,8C,15C","Random_forests"
