Model	Version	PNO	Trt	Planting.date	Emergence.date	Ant.date	Mat.date	FLN	Yield	Biom.an	Biom.ma	HI	GNumber	CroN.an	CroN.ma	GrainN.ma	GPC	GDM.ma	GNM.ma	ET.ma	Transp.ma
AE	Original	10	C	2008-04-28	2008-05-06	2008-07-10	2008-09-01	21.94	2.91	6.52	8.25	35.29	9413.98	79.91	94.56	75.52	14.79	30.91	0.8	451.96	368.87
AE	Original	11	C	2008-08-25	2008-08-31	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	54.96	NA	42.81	1.09	NA	NA
AE	Original	14	C	2008-12-01	2008-12-21	2009-03-22	2009-05-02	21.37	7.44	11.46	21.01	35.39	16527.3	160.37	256.85	206.41	15.82	45	1.25	549.5	475.8
AE	Original	14	H	2008-12-01	2008-12-17	2009-03-10	2009-04-19	22.6	6.18	9.52	18.16	34.1	13742.04	130.22	246.68	185.33	17.08	45	1.35	466.02	397.19
AE	Original	15	C	2009-01-12	2009-01-22	2009-04-10	2009-05-15	23.62	7.74	11.98	19.1	40.5	17190.93	160.86	240.11	198.79	14.65	45	1.16	620.53	461.36
AE	Original	1	C	2007-03-13	2007-03-25	2007-05-16	2007-06-25	22.61	5.12	8.11	13.21	38.78	11379.63	111.4	232.74	149.52	16.64	45	1.31	648.82	493.41
AE	Original	1	H	2007-03-13	2007-03-25	2007-05-17	2007-06-26	22.5	5.15	8.16	13.19	39.04	11439.27	112.14	233.08	150.27	16.64	45	1.31	650.58	495.55
AE	Original	2	C	2007-04-19	2007-04-28	2007-06-25	2007-09-03	22.47	3.78	5.93	9.13	41.4	8400.98	76.84	177.22	112.91	17.03	44.99	1.34	670.45	436.93
AE	Original	3	C	2007-06-12	2007-06-26	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	29.4	NA	44.99	1.14	NA	NA
AE	Original	4	C	2007-07-25	2007-08-01	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	45.53	NA	45.01	1.35	NA	NA
AE	Original	7	C	2008-01-02	2008-01-15	2008-04-10	2008-05-14	16.99	7.17	11.91	18.6	38.58	17570.77	154.48	190.37	150.85	11.98	40.83	0.86	537.79	447.99
AE	Original	7	H	2008-01-02	2008-01-15	2008-04-01	2008-05-04	18.55	6.68	10.21	17.21	38.81	14909.8	129.32	193.42	156.22	13.33	44.81	1.05	508.27	422.73
AE	Original	8	C	2008-02-13	2008-02-25	2008-04-27	2008-06-01	22.45	7.17	11.4	18.54	38.67	15934.87	127.28	219.99	177.12	14.08	45	1.11	624.81	468.06
AE	Original	9	C	2008-03-10	2008-03-20	2008-05-13	2008-06-20	23.28	6.8	10.84	17.1	39.74	15106.66	136.91	205.65	167.85	14.08	45	1.11	617.31	470.21
AE	Original	9	H	2008-03-10	2008-03-19	2008-05-08	2008-06-13	23.84	6.39	10.17	16.81	38.04	14210.78	128.43	203.91	163.67	14.59	45	1.15	627.58	481.29
AN	Original	10	C	2008-04-28	2008-05-06	2008-06-27	2008-07-30	NA	0.1	1.73	1.75	5.93	1365.8	50.3	50.3	3.67	20.1	7.61	0.27	193.28	81.02
AN	Original	11	C	2008-08-25	2008-09-02	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	15.4	NA	44.59	0.96	NA	NA
AN	Original	14	C	2008-12-01	2008-12-21	2009-03-18	2009-05-01	NA	9.18	12.21	20.22	45.37	21063.85	234.04	234.14	185.39	11.52	43.56	0.88	638.34	556.11
AN	Original	14	H	2008-12-01	2008-12-19	2009-03-08	2009-04-21	NA	9.2	10.66	18.91	48.64	18393.19	207.42	235.68	204.67	12.68	50	1.11	574.78	499.54
AN	Original	15	C	2009-01-12	2009-01-23	2009-04-10	2009-05-17	NA	6.77	12.05	17.66	38.3	23421.27	225.4	227.52	178.35	15.02	28.89	0.76	629.2	546.19
AN	Original	1	C	2007-03-13	2007-03-27	2007-05-23	2007-06-25	NA	2.22	7.11	8.68	25.56	9265.74	150.23	150.23	68.19	17.52	23.94	0.74	464.58	362.01
AN	Original	1	H	2007-03-13	2007-03-27	2007-05-19	2007-06-21	NA	1.23	5.61	6.53	18.78	6959.32	127.43	127.43	40.53	18.88	17.6	0.58	372	257
AN	Original	2	C	2007-04-19	2007-04-24	2007-06-14	2007-07-18	NA	0.4	3.17	3.25	12.39	4288.06	66.14	66.14	14.39	20.35	9.4	0.34	300.48	152.29
AN	Original	3	C	2007-06-12	2007-06-24	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.14	NA	13.27	0.45	NA	NA
AN	Original	4	C	2007-07-25	2007-08-02	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.07	NA	41.17	0.92	NA	NA
AN	Original	7	C	2008-01-02	2008-01-13	2008-04-06	2008-05-15	NA	8.48	11.92	19.16	44.27	21018.59	219.95	249.09	212.18	14.26	40.35	1.01	700.7	615.48
AN	Original	7	H	2008-01-02	2008-01-13	2008-03-30	2008-05-06	NA	7.11	10.49	16.63	42.79	18471.8	202.81	206.44	167.61	13.43	38.51	0.91	617.72	531.04
AN	Original	8	C	2008-02-13	2008-02-20	2008-04-28	2008-06-04	NA	5.32	10.35	14.58	36.51	18108.3	181.97	187.8	134.06	14.36	29.39	0.74	628.44	542.41
AN	Original	9	C	2008-03-10	2008-03-20	2008-05-18	2008-06-22	NA	3.86	9.28	12.19	31.63	14325.93	178.17	178.17	95.42	14.1	26.91	0.67	564.84	474.1
AN	Original	9	H	2008-03-10	2008-03-20	2008-05-14	2008-06-18	NA	3.35	8.07	10.64	31.5	12726.1	159.69	159.69	82.49	14.04	26.34	0.65	497.66	399.57
AQ	Original	10	C	2008-04-28	2008-05-06	2008-06-25	2008-07-24	NA	0	6.51	8.64	NA	NA	NA	NA	NA	NA	NA	NA	539.6	459.5
AQ	Original	11	C	2008-08-25	2008-08-30	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQ	Original	14	C	2008-12-01	2008-12-18	2009-03-23	2009-05-03	NA	7.57	11.66	16.1	47	NA	NA	NA	NA	NA	NA	NA	482.73	427.63
AQ	Original	14	H	2008-12-01	2008-12-17	2009-03-12	2009-04-21	NA	7.47	11.26	15.57	48	NA	NA	NA	NA	NA	NA	NA	430	376.93
AQ	Original	15	C	2009-01-12	2009-01-22	2009-04-13	2009-05-13	NA	6.13	10.54	14.29	42.88	NA	NA	NA	NA	NA	NA	NA	555.4	482.9
AQ	Original	1	C	2007-03-13	2007-03-26	2007-05-22	2007-06-20	NA	5.27	7.95	11	47.89	NA	NA	NA	NA	NA	NA	NA	613.4	534.8
AQ	Original	1	H	2007-03-13	2007-03-26	2007-05-18	2007-06-16	NA	3.77	7.52	10.57	35.77	NA	NA	NA	NA	NA	NA	NA	607.93	529.97
AQ	Original	2	C	2007-04-19	2007-04-29	2007-06-17	2007-07-15	NA	0	7.04	9.93	NA	NA	NA	NA	NA	NA	NA	NA	646.9	554.6
AQ	Original	3	C	2007-06-12	2007-06-22	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQ	Original	4	C	2007-07-25	2007-07-30	NA	NA	NA	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQ	Original	7	C	2008-01-02	2008-01-14	2008-04-12	2008-05-18	NA	7.06	10.77	14.71	48	NA	NA	NA	NA	NA	NA	NA	558.53	491.63
AQ	Original	7	H	2008-01-02	2008-01-14	2008-04-04	2008-05-08	NA	6.78	10.36	14.12	48	NA	NA	NA	NA	NA	NA	NA	524.13	454.3
AQ	Original	8	C	2008-02-13	2008-02-24	2008-05-02	2008-06-05	NA	6.18	9.19	12.89	48	NA	NA	NA	NA	NA	NA	NA	614.9	530.1
AQ	Original	9	C	2008-03-10	2008-03-21	2008-05-19	2008-06-19	NA	5.56	8.19	11.58	48.06	NA	NA	NA	NA	NA	NA	NA	615.13	534.83
AQ	Original	9	H	2008-03-10	2008-03-20	2008-05-14	2008-06-14	NA	5.29	7.86	11.17	47.34	NA	NA	NA	NA	NA	NA	NA	600.07	524.33
AW	Original	10	C	2008-04-28	2008-05-06	2008-08-16	2008-09-28	NA	2.3	7.7	8.5	27.06	13417.9	88.7	91	69.3	17.17	17.14	0.52	486.4	388.3
AW	Original	11	C	2008-08-25	2008-09-02	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	47.9	NA	33.58	0.8	NA	NA
AW	Original	14	C	2008-12-01	2008-12-17	2009-03-16	2009-04-21	NA	7.53	10.73	18.27	41.24	18400.9	142.07	255	199.8	15.12	40.94	1.09	448.53	404.27
AW	Original	14	H	2008-12-01	2008-12-16	2009-03-06	2009-04-09	NA	6.03	8.53	14.57	41.44	14734.73	116.77	244.07	160.27	15.14	40.94	1.09	366.77	323
AW	Original	15	C	2009-01-12	2009-01-22	2009-04-09	2009-05-10	NA	7.6	11.7	17.3	43.93	19949.7	150.5	240.9	202.4	15.18	38.1	1.01	571.7	421.6
AW	Original	1	C	2007-03-13	2007-03-27	2007-05-24	2007-07-25	NA	6.17	9.63	14.03	43.95	15583.43	131.4	245.3	168.07	15.53	39.58	1.08	675.8	506.33
AW	Original	1	H	2007-03-13	2007-03-25	2007-05-25	2007-08-02	NA	5.8	8.93	13.1	44.25	14888.53	122.87	241.03	161.87	15.9	38.94	1.09	711.1	517.97
AW	Original	2	C	2007-04-19	2007-04-29	2007-07-25	2007-09-26	NA	3.8	7.2	9.7	39.18	12215.1	95.8	182.9	108.9	16.34	31.11	0.89	676.8	435.9
AW	Original	3	C	2007-06-12	2007-07-21	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	36.8	NA	31.03	0.76	NA	NA
AW	Original	4	C	2007-07-25	2007-08-06	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	57.2	NA	35.18	0.96	NA	NA
AW	Original	7	C	2008-01-02	2008-01-13	2008-04-06	2008-05-07	NA	7.33	10.6	16.03	45.74	18506.2	130.67	197.77	167.1	12.99	39.63	0.9	465.93	390.27
AW	Original	7	H	2008-01-02	2008-01-13	2008-03-29	2008-04-28	NA	6.4	9.03	14.2	45.07	15624.93	112.2	197.73	168.9	15.04	40.96	1.08	422.43	350.6
AW	Original	8	C	2008-02-13	2008-02-23	2008-04-29	2008-05-29	NA	5.9	9.1	13.5	43.7	15283.5	100.9	182.5	153.6	14.84	38.6	1.01	544.8	386.4
AW	Original	9	C	2008-03-10	2008-03-20	2008-05-17	2008-07-05	NA	6.93	10.87	15.8	43.88	17729.03	145.9	207.4	174.93	14.38	39.11	0.99	609.77	457.3
AW	Original	9	H	2008-03-10	2008-03-19	2008-05-12	2008-06-25	NA	6.53	10.07	14.9	43.85	16463.9	131.8	205.7	175.07	15.27	39.69	1.07	598.27	446.57
CS	Original	10	C	2008-04-28	2008-05-05	2008-06-17	2008-07-10	NA	1.75	4.23	4.78	36.53	NA	93.9	94.44	NA	NA	NA	NA	366.81	225.81
CS	Original	11	C	2008-08-25	2008-08-31	NA	NA	NA	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CS	Original	14	C	2008-12-01	2008-12-18	2009-03-22	2009-05-05	NA	7.25	9.46	19.47	37.22	NA	168.77	245.13	NA	NA	NA	NA	540.26	435.53
CS	Original	14	H	2008-12-01	2008-12-16	2009-03-13	2009-04-24	NA	7.59	9.66	18.86	40.25	NA	170.59	233.53	NA	NA	NA	NA	490.97	418.83
CS	Original	15	C	2009-01-12	2009-01-22	2009-04-04	2009-05-10	NA	7.43	10.03	17.88	41.53	NA	171.92	232.89	NA	NA	NA	NA	521.66	425.08
CS	Original	1	C	2007-03-13	2007-03-25	2007-05-11	2007-06-07	NA	4.77	8.26	11.38	41.88	NA	150.92	165.39	NA	NA	NA	NA	446.17	332.16
CS	Original	1	H	2007-03-13	2007-03-25	2007-05-08	2007-06-02	NA	3.55	7.06	8.88	39.93	NA	136.35	139.03	NA	NA	NA	NA	419.36	283.96
CS	Original	2	C	2007-04-19	2007-04-27	2007-06-08	2007-07-01	NA	1.56	3.26	3.99	39.19	NA	84.52	89.4	NA	NA	NA	NA	365.26	158.08
CS	Original	3	C	2007-06-12	2007-06-23	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CS	Original	4	C	2007-07-25	2007-07-31	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CS	Original	7	C	2008-01-02	2008-01-14	2008-04-06	2008-05-14	NA	8.43	10.73	19.42	43.4	NA	179.19	244.68	NA	NA	NA	NA	574.94	456.55
CS	Original	7	H	2008-01-02	2008-01-14	2008-03-29	2008-05-03	NA	7.47	9.5	17.47	42.74	NA	168.8	230.08	NA	NA	NA	NA	522.95	418.99
CS	Original	8	C	2008-02-13	2008-02-24	2008-04-20	2008-05-24	NA	7.76	10.5	17.51	44.35	NA	161.81	197.95	NA	NA	NA	NA	529.16	434.82
CS	Original	9	C	2008-03-10	2008-03-20	2008-05-06	2008-06-07	NA	5.75	8.48	13.18	43.64	NA	150.2	183.33	NA	NA	NA	NA	465.54	344.65
CS	Original	9	H	2008-03-10	2008-03-19	2008-05-01	2008-06-01	NA	5	6.96	11.34	44.13	NA	134.76	163.34	NA	NA	NA	NA	438.89	308.46
DC	Original	10	C	2008-04-28	2008-04-29	2008-07-08	2008-08-05	17.37	3.71	4.85	6.05	61.32	9050	110.9	111.8	83.5	12.83	41.01	0.92	448.79	374
DC	Original	11	C	2008-08-25	2008-08-26	NA	NA	NA	2.05	NA	NA	NA	NA	NA	NA	43.5	NA	31.81	0.67	NA	NA
DC	Original	14	C	2008-12-01	2008-12-02	2009-03-04	2009-04-22	9.6	7.52	9.24	19	39.57	18639.67	108.53	198.67	165.43	12.54	40.34	0.89	377.26	277.02
DC	Original	14	H	2008-12-01	2008-12-02	2009-02-24	2009-04-09	9.54	6.82	8.37	16.2	42.07	16697.67	95.83	180.87	150.47	12.58	40.83	0.9	325.93	234.79
DC	Original	15	C	2009-01-12	2009-01-13	2009-03-29	2009-05-08	10.01	8.36	10.27	20.71	40.39	20609	101.7	219.1	184	12.54	40.58	0.89	457.96	344.37
DC	Original	1	C	2007-03-13	2007-03-14	2007-05-24	2007-06-22	14.2	9.69	12.02	17.74	54.61	23635	222.83	233.6	185	10.88	40.99	0.78	536.58	468.57
DC	Original	1	H	2007-03-13	2007-03-14	2007-05-26	2007-06-24	16.02	8.17	10.27	14.27	57.27	19926.67	195.87	205.3	164.8	11.5	41	0.83	557.67	494.33
DC	Original	2	C	2007-04-19	2007-04-20	2007-06-29	2007-07-27	18.16	4.67	7.9	8.4	55.65	15249	177.5	179.1	103.9	12.67	30.66	0.68	598.29	499
DC	Original	3	C	2007-06-12	2007-06-13	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	9.2	NA	41.01	0.92	NA	NA
DC	Original	4	C	2007-07-25	2007-07-26	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	15.1	NA	41.02	0.93	NA	NA
DC	Original	7	C	2008-01-02	2008-01-03	2008-03-30	2008-05-09	10.14	8.55	10.4	20.77	41.17	20858.67	116.57	205.87	168.2	11.21	41	0.81	465.57	358.63
DC	Original	7	H	2008-01-02	2008-01-03	2008-03-23	2008-04-30	10	7.23	8.77	18.02	40.11	17634.33	94.5	190.47	158.43	12.49	41	0.9	428.39	326.96
DC	Original	8	C	2008-02-13	2008-02-14	2008-04-20	2008-05-27	10.1	8.65	10.5	20.67	41.85	21096	108.6	228.2	190.3	12.54	41	0.9	503.12	395.22
DC	Original	9	C	2008-03-10	2008-03-11	2008-05-08	2008-06-11	10.12	9.24	11.3	19.24	48.04	22543	121.83	223.97	184.27	11.37	41	0.82	483.06	392.22
DC	Original	9	H	2008-03-10	2008-03-11	2008-05-25	2008-06-22	16.7	9.33	11.86	17.66	52.82	23484.67	176.53	224.4	177.2	10.83	39.74	0.75	628.14	565.33
DR	Original	10	C	2008-04-28	2008-05-07	2008-06-21	2008-07-22	8.9	2.53	3.26	4.1	61.74	7163	62.1	71.9	61	13.72	35.38	0.85	381.74	256
DR	Original	11	C	2008-08-25	2008-09-02	NA	NA	NA	1.68	NA	NA	NA	NA	NA	NA	38.4	NA	37.83	0.87	NA	NA
DR	Original	14	C	2008-12-01	2008-12-19	2009-03-21	2009-05-03	9.9	9.02	10.83	22.6	39.91	23227.33	266.03	256.87	211.23	13.35	38.84	0.91	516.03	423.21
DR	Original	14	H	2008-12-01	2008-12-17	2009-03-13	2009-04-23	10.23	7.97	9.7	20.25	39.38	20259.67	271.17	262.47	188.57	13.48	39.36	0.93	473.32	392.27
DR	Original	15	C	2009-01-12	2009-01-22	2009-04-09	2009-05-15	9.3	9.15	10.77	19.71	46.42	22941	192.5	257.1	219.1	13.65	39.88	0.96	553.3	427.77
DR	Original	1	C	2007-03-13	2007-03-27	2007-05-19	2007-06-19	9.37	7.17	8.35	14.94	48	17929.33	194.77	204.57	172.1	13.68	40	0.96	528.46	425.03
DR	Original	1	H	2007-03-13	2007-03-26	2007-05-16	2007-06-16	9.6	6.39	7.33	12.44	51.37	15982	194.8	193.87	153.43	13.68	40	0.96	535.74	439.15
DR	Original	2	C	2007-04-19	2007-04-29	2007-06-12	2007-07-12	8.9	4.07	5.75	7.57	53.72	11848	105.3	125.5	101.8	14.26	34.34	0.86	510.22	383
DR	Original	3	C	2007-06-12	2007-06-24	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	3.3	NA	39.94	0.96	NA	NA
DR	Original	4	C	2007-07-25	2007-08-02	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	1.3	NA	40.3	0.97	NA	NA
DR	Original	7	C	2008-01-02	2008-01-13	2008-04-07	2008-05-15	9.2	9.07	10.81	21.95	41.33	22678.33	222.9	258.1	217.7	13.68	40	0.96	563.7	443.71
DR	Original	7	H	2008-01-02	2008-01-13	2008-03-31	2008-05-06	9.33	7.87	9.41	19.61	40.17	19686	234.23	230.37	189	13.68	40	0.96	533.05	421.07
DR	Original	8	C	2008-02-13	2008-02-24	2008-04-29	2008-06-03	9.4	8.21	9.7	18.79	43.69	20572	158.5	231.5	196.5	13.65	39.9	0.96	581.7	462.06
DR	Original	9	C	2008-03-10	2008-03-22	2008-05-18	2008-06-19	9.8	8.69	10.3	17.43	49.87	21743.67	176.27	245.13	208.57	13.68	39.98	0.96	569.15	463.85
DR	Original	9	H	2008-03-10	2008-03-21	2008-05-13	2008-06-14	9.8	7.92	9.38	15.86	49.94	19795.67	183.83	226.83	190	13.68	40	0.96	565.67	468.29
DS	Original	10	C	2008-04-28	2008-05-08	2008-06-15	2008-07-01	NA	3.58	5.85	7.17	49.94	NA	118.92	142.46	95.14	15.14	NA	NA	419.23	221.62
DS	Original	11	C	2008-08-25	2008-09-01	NA	NA	NA	3.54	NA	NA	NA	NA	NA	NA	101.02	NA	NA	NA	NA	NA
DS	Original	14	C	2008-12-01	2008-12-18	2009-03-23	2009-05-07	NA	8.52	10.62	16.53	51.57	NA	245.93	284.02	230.63	15.42	NA	NA	544.7	312.51
DS	Original	14	H	2008-12-01	2008-12-17	2009-03-14	2009-04-28	NA	7.91	9.79	14.81	53.39	NA	235.86	265.09	217.73	15.7	NA	NA	479.77	254.51
DS	Original	15	C	2009-01-12	2009-01-23	2009-04-08	2009-05-13	NA	7.69	10.81	15.97	48.14	NA	195.16	215.9	167.37	12.41	NA	NA	538.42	335.81
DS	Original	1	C	2007-03-13	2007-03-27	2007-05-13	2007-06-06	NA	6.3	8.2	11.76	53.59	NA	188.98	215.4	168.51	15.24	NA	NA	494.77	257.04
DS	Original	1	H	2007-03-13	2007-03-26	2007-05-09	2007-05-31	NA	4.85	7.36	9.59	50.58	NA	160.97	175.09	128.06	15.05	NA	NA	455.53	225.19
DS	Original	2	C	2007-04-19	2007-04-30	2007-06-06	2007-06-26	NA	4.73	5.59	8.58	55.07	NA	114.82	173.66	123.33	14.87	NA	NA	455.19	233.43
DS	Original	3	C	2007-06-12	2007-06-24	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA	52.74	NA	NA	NA	NA	NA
DS	Original	4	C	2007-07-25	2007-07-31	NA	NA	NA	3.69	NA	NA	NA	NA	NA	NA	94.64	NA	NA	NA	NA	NA
DS	Original	7	C	2008-01-02	2008-01-13	2008-04-08	2008-05-18	NA	8.84	11.14	17.09	51.76	NA	220.63	218.13	176.49	11.37	NA	NA	565.44	342.71
DS	Original	7	H	2008-01-02	2008-01-13	2008-04-01	2008-05-09	NA	8.29	10.26	15.58	53.18	NA	226.41	225.76	184.46	12.69	NA	NA	514.85	300.78
DS	Original	8	C	2008-02-13	2008-02-24	2008-04-24	2008-05-30	NA	7.85	9.77	14.77	53.14	NA	154.1	209.03	169.77	12.33	NA	NA	559.42	345.32
DS	Original	9	C	2008-03-10	2008-03-21	2008-05-08	2008-06-08	NA	7.03	8.8	13.29	52.92	NA	186.88	217.17	172.73	14	NA	NA	536.94	308.18
DS	Original	9	H	2008-03-10	2008-03-20	2008-05-04	2008-06-03	NA	6.88	7.77	12.11	56.79	NA	162.4	222.58	179.22	14.85	NA	NA	505.78	280.11
e.mean	Original	10	C	2008-04-28	2008-05-06	2008-06-27	2008-07-24	12.72	1.87	5.01	5.84	29.44	6984.62	83.03	93.86	45.31	19.18	24	0.7	400.29	232.67
e.mean	Original	11	C	2008-08-25	2008-09-01	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	51.85	NA	40.3	0.98	NA	NA
e.mean	Original	14	C	2008-12-01	2008-12-17	2009-03-19	2009-05-01	11.74	8.44	11.3	18.57	46.24	19550.96	184.99	253.35	187.28	13.51	43.33	1.05	495.83	372.8
e.mean	Original	14	H	2008-12-01	2008-12-16	2009-03-09	2009-04-20	11.99	7.65	10.22	16.48	46.96	17722.9	174.7	235.21	173.26	14.21	43.56	1.1	437.4	324.4
e.mean	Original	15	C	2009-01-12	2009-01-22	2009-04-08	2009-05-14	11.84	7.06	11.12	16.59	43.09	19933.78	162.03	226.34	158.17	13.7	35.89	0.87	515.35	373.69
e.mean	Original	1	C	2007-03-13	2007-03-25	2007-05-17	2007-06-16	12.38	4.68	8.36	11.54	40.65	14131.87	150.03	195.62	120.33	16.09	34.39	0.93	500	331.97
e.mean	Original	1	H	2007-03-13	2007-03-24	2007-05-14	2007-06-13	12.73	3.61	7.39	9.64	36.32	12358.79	136.37	173.24	97.13	18	29.89	0.87	466.11	309.13
e.mean	Original	2	C	2007-04-19	2007-04-28	2007-06-18	2007-07-17	12.91	2.41	5.37	6.68	34.37	9455.8	95.4	129.54	68.1	18.21	25.03	0.75	469.85	262.62
e.mean	Original	3	C	2007-06-12	2007-06-23	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	19.5	NA	29.87	0.9	NA	NA
e.mean	Original	4	C	2007-07-25	2007-08-01	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	29.96	NA	39.87	1.08	NA	NA
e.mean	Original	7	C	2008-01-02	2008-01-14	2008-04-08	2008-05-15	10.83	7.99	11.59	17.92	45.24	20117.99	173.36	223.51	163.26	12.36	39.98	0.89	533.86	396.88
e.mean	Original	7	H	2008-01-02	2008-01-14	2008-03-31	2008-05-06	11.18	7.03	10.19	15.88	44.73	18018.66	165.98	214.24	153.36	13.48	39.45	0.94	488.11	356.49
e.mean	Original	8	C	2008-02-13	2008-02-23	2008-04-26	2008-05-31	11.64	6.42	10.15	15.16	42.8	17519.69	136.82	201.58	140.94	13.53	36.12	0.88	527.56	376.42
e.mean	Original	9	C	2008-03-10	2008-03-20	2008-05-13	2008-06-15	11.89	5.48	9.29	13.43	41.02	16415.12	139.65	192.21	128.49	13.95	34.6	0.86	515.3	352.75
e.mean	Original	9	H	2008-03-10	2008-03-19	2008-05-10	2008-06-11	13.01	5.01	8.3	12.03	41.75	15285.65	135.63	185.36	123.53	14.59	34.85	0.87	494.47	339.38
e.median	Original	10	C	2008-04-28	2008-05-06	2008-06-21	2008-07-14	11.65	1.76	4.32	5.55	30.84	7463.5	80.21	93.07	48.1	17.17	25.16	0.78	415.51	212.86
e.median	Original	11	C	2008-08-25	2008-09-01	NA	NA	NA	2.03	NA	NA	NA	NA	NA	NA	47.33	NA	40.32	0.94	NA	NA
e.median	Original	14	C	2008-12-01	2008-12-18	2009-03-21	2009-05-02	9.6	8.33	10.76	18.3	45.67	19160	189.12	256.96	196.46	13.5	44.05	1.08	502.19	415.5
e.median	Original	14	H	2008-12-01	2008-12-17	2009-03-11	2009-04-22	9.54	7.55	9.66	16.52	46.7	16934.5	174.18	244.39	178.2	13.87	44.01	1.11	461.08	361.83
e.median	Original	15	C	2009-01-12	2009-01-23	2009-04-09	2009-05-14	9.3	7.28	10.71	16.96	42.34	20419	169.11	226.7	167.37	13.51	35.54	0.9	530.04	415.7
e.median	Original	1	C	2007-03-13	2007-03-26	2007-05-17	2007-06-12	10.58	4.74	7.95	11.88	42.67	13145.33	161.38	200.65	132.13	15.26	35.33	0.95	490.47	340.06
e.median	Original	1	H	2007-03-13	2007-03-25	2007-05-13	2007-06-06	10.89	3.75	7.07	9.8	39.4	12024.63	140.01	173.31	111.24	16.27	30.61	0.9	455.32	304.15
e.median	Original	2	C	2007-04-19	2007-04-28	2007-06-11	2007-07-05	11.03	2.08	5.34	6.89	35.16	10798	94.92	136.75	79.6	16.68	27.26	0.76	454.8	234.07
e.median	Original	3	C	2007-06-12	2007-06-23	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	9.2	NA	31.35	0.86	NA	NA
e.median	Original	4	C	2007-07-25	2007-08-01	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	14.6	NA	40.66	0.96	NA	NA
e.median	Original	7	C	2008-01-02	2008-01-13	2008-04-07	2008-05-15	9.2	8.23	10.81	17.83	43.89	20296.33	180.29	227.62	171.22	12.2	39.9	0.92	532.73	431.85
e.median	Original	7	H	2008-01-02	2008-01-13	2008-03-31	2008-05-06	9.33	7.1	9.79	16.2	43.67	18326.4	171.52	209.9	164.88	13.38	39.2	0.94	495.65	389.55
e.median	Original	8	C	2008-02-13	2008-02-24	2008-04-27	2008-06-01	9.4	6.29	9.62	14.77	42.03	17998.15	129.84	204.25	134.65	13.86	37.55	0.91	542.43	390.81
e.median	Original	9	C	2008-03-10	2008-03-20	2008-05-13	2008-06-12	9.8	5.52	9.04	13.42	42.8	16257.74	145.53	194.12	133.27	14.04	35.51	0.9	529.5	377.55
e.median	Original	9	H	2008-03-10	2008-03-20	2008-05-09	2008-06-08	10.23	4.92	7.87	11.46	43.44	14409.97	139.22	185.85	127.04	14.2	34.65	0.92	502.54	344.25
EW	Original	10	C	2008-04-28	2008-05-01	NA	2008-07-01	NA	2.01	NA	5.55	36.22	NA	NA	NA	63.28	17.95	NA	NA	502.47	416.5
EW	Original	11	C	2008-08-25	2008-08-28	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	62.52	NA	NA	NA	NA	NA
EW	Original	14	C	2008-12-01	2008-12-13	NA	2009-05-03	NA	6.44	NA	16.42	39.23	NA	NA	NA	195.49	17.29	NA	NA	647.32	517.13
EW	Original	14	H	2008-12-01	2008-12-12	NA	2009-05-01	NA	5.67	NA	14.12	40.18	NA	NA	NA	171.48	17.23	NA	NA	614.98	447.68
EW	Original	15	C	2009-01-12	2009-01-23	NA	2009-05-13	NA	5.94	NA	15.42	38.53	NA	NA	NA	181.16	17.38	NA	NA	655.14	532.8
EW	Original	1	C	2007-03-13	2007-03-17	NA	2007-06-02	NA	4.33	NA	11.16	38.84	NA	NA	NA	134.44	17.68	NA	NA	532.29	423.06
EW	Original	1	H	2007-03-13	2007-03-17	NA	2007-06-02	NA	3.58	NA	9.19	38.95	NA	NA	NA	111.43	17.75	NA	NA	517.3	388.83
